2 0.636620
4 0.636620
8 0.795775
16 0.875352
32 0.875352
64 0.895247
128 0.895247
256 0.900220
512 0.900220
1024 0.900220
2048 0.900220
4096 0.900220
8192 0.900220
16384 0.900298
32768 0.900298
65536 0.900298
131072 0.900308
262144 0.900312
524288 0.900315
1048576 0.900316
2097152 0.900316
4194304 0.900316
8388608 0.900316
16777216 0.900316
33554432 0.900316
67108864 0.900316
134217728 0.900316
268435456 0.900316
536870912 0.900316
1073741824 0.900316
2147483648 0.900316
4294967296 0.900316
8589934592 0.900316
17179869184 0.900316
34359738368 0.900316
68719476736 0.900316
137438953472 0.900316
274877906944 0.900316
549755813888 0.900316
1099511627776 0.900316
2199023255552 0.900316
4398046511104 0.900316
8796093022208 0.900316
17592186044416 0.900316
35184372088832 0.900316
70368744177664 0.900316
140737488355328 0.900316
281474976710656 0.900316
562949953421312 0.900316
1125899906842624 0.900316
2251799813685248 0.900316
4503599627370496 0.900316
9007199254740992 0.900316
18014398509481984 0.900316
36028797018963968 0.900316
72057594037927936 0.900316
144115188075855872 0.900316
288230376151711744 0.900316
576460752303423488 0.900316
